recency,frequency,monetary,R_score,F_score,M_score,RFM,Segment
166,2,228.2,2,3,1,231,Others
211,1,582.59,1,2,3,123,Others
242,1,136.04,1,2,1,121,Others
52,1,337.04,3,2,2,322,Others
25,3,740.79,4,4,3,443,Others
15,13,4488.81,4,5,5,455,Big Spenders
372,1,353.19,1,2,2,122,Others
29,1,288.14,4,2,2,422,Others
365,1,300.91999999999996,1,2,2,122,Others
36,4,757.71,3,4,3,343,Others
166,3,811.45,2,4,3,243,Others
145,1,152.68,2,2,1,221,Others
22,1,634.95,4,2,3,423,Others
56,1,20.8,3,2,1,321,Others
185,1,198.57,1,2,1,121,Others
12,7,201.12,5,5,1,551,Loyal
237,3,630.84,1,4,3,143,Others
225,2,93.35,1,3,1,131,Others
122,4,678.49,2,4,3,243,Others
282,1,76.1,1,2,1,121,Others
74,8,1970.6699999999998,2,5,4,254,Others
37,2,382.06,3,3,2,332,Others
12,2,417.23,5,3,2,532,Recent
362,1,169.47,1,2,1,121,Others
4,2,249.72,5,3,1,531,Recent
23,1,444.68,4,2,2,422,Others
70,9,2116.19,3,5,5,355,Big Spenders
235,1,257.34,1,2,2,122,Others
257,1,174.8,1,2,1,121,Others
373,1,102.78999999999999,1,2,1,121,Others
155,2,187.29,2,3,1,231,Others
28,1,166.42,4,2,1,421,Others
4,1,120.03,5,2,1,521,Recent
32,5,1483.56,4,4,4,444,Others
81,3,523.0,2,4,3,243,Others
108,2,122.14,2,3,1,231,Others
52,1,38.45,3,2,1,321,Others
36,1,668.11,3,2,3,323,Others
153,2,389.78,2,3,2,232,Others
99,1,115.31,2,2,1,221,Others
4,2,230.64999999999998,5,3,1,531,Recent
334,1,73.5,1,2,1,121,Others
65,1,97.97,3,2,1,321,Others
22,2,422.88,4,3,2,432,Others
36,3,730.4,3,4,3,343,Others
32,3,405.62,4,4,2,442,Others
154,6,70.02,2,5,1,251,Others
19,2,357.20000000000005,4,3,2,432,Others
12,21,4183.39,5,5,5,555,Champions
54,1,165.04999999999998,3,2,1,321,Others
25,3,559.51,4,4,3,443,Others
4,10,2088.6,5,5,5,555,Champions
45,1,189.4,3,2,1,321,Others
203,2,172.29000000000002,1,3,1,131,Others
359,1,74.4,1,2,1,121,Others
71,1,300.02,3,2,2,322,Others
7,10,6784.1900000000005,5,5,5,555,Champions
288,1,363.65,1,2,2,122,Others
10,1,170.16,5,2,1,521,Recent
23,3,306.46,4,4,2,442,Others
22,10,2119.41,4,5,5,455,Big Spenders
173,3,720.52,2,4,3,243,Others
133,2,814.0,2,3,3,233,Others
6,14,2392.83,5,5,5,555,Champions
75,1,318.0,2,2,2,222,Others
40,1,396.33,3,2,2,322,Others
289,1,101.69999999999999,1,2,1,121,Others
26,5,2036.67,4,4,4,444,Others
258,2,453.0,1,3,2,132,Others
186,1,247.44,1,2,1,121,Others
114,12,3877.5200000000004,2,5,5,255,Big Spenders
374,1,489.6,1,2,2,122,Others
23,10,2611.75,4,5,5,455,Big Spenders
8,11,2633.0099999999998,5,5,5,555,Champions
217,2,336.13,1,3,2,132,Others
45,4,3651.97,3,4,5,345,Others
19,2,1231.5,4,3,4,434,Others
36,3,343.45,3,4,2,342,Others
26,1,703.37,4,2,3,423,Others
16,1,90.47999999999999,4,2,1,421,Others
330,2,689.95,1,3,3,133,Others
274,1,101.34,1,2,1,121,Others
98,2,4055.7199999999993,2,3,5,235,Others
61,1,167.67000000000002,3,2,1,321,Others
2,11,9068.26,5,5,5,555,Champions
93,4,2106.52,2,4,5,245,Others
82,7,3017.3,2,5,5,255,Big Spenders
313,2,580.0500000000001,1,3,3,133,Others
12,3,911.15,5,4,3,543,Recent
8,6,2697.8,5,5,5,555,Champions
127,1,168.31,2,2,1,221,Others
11,2,223.65,5,3,1,531,Recent
1,60,259657.3,5,5,5,555,Champions
37,1,754.64,3,2,3,323,Others
38,1,113.48000000000002,3,2,1,321,Others
330,1,430.7,1,2,2,122,Others
254,1,271.0,1,2,2,122,Others
2,26,8052.97,5,5,5,555,Champions
20,1,236.3,4,2,1,421,Others
12,2,352.69,5,3,2,532,Recent
369,1,76.32000000000001,1,2,1,121,Others
290,1,220.1,1,2,1,121,Others
68,8,1418.03,3,5,4,354,Others
26,1,320.72,4,2,2,422,Others
11,26,5653.82,5,5,5,555,Champions
368,1,181.12,1,2,1,121,Others
214,1,111.15,1,2,1,121,Others
149,2,673.1,2,3,3,233,Others
8,6,1826.21,5,5,4,554,Loyal
24,2,589.4399999999999,4,3,3,433,Others
30,4,1142.99,4,4,4,444,Others
61,1,206.82999999999998,3,2,1,321,Others
19,3,348.73,4,4,2,442,Others
243,1,112.55000000000001,1,2,1,121,Others
15,3,1059.39,4,4,4,444,Others
212,1,931.4999999999999,1,2,3,123,Others
29,5,681.9100000000001,4,4,3,443,Others
63,3,784.33,3,4,3,343,Others
295,1,152.65,1,2,1,121,Others
18,6,8438.34,4,5,5,455,Big Spenders
157,2,1019.52,2,3,4,234,Others
117,2,1000.16,2,3,4,234,Others
8,12,2888.75,5,5,5,555,Champions
13,4,2861.55,5,4,5,545,Recent
141,2,160.35000000000002,2,3,1,231,Others
46,2,179.33999999999997,3,3,1,331,Others
51,3,612.0799999999999,3,4,3,343,Others
32,3,566.58,4,4,3,443,Others
135,2,653.35,2,3,3,233,Others
3,2,399.19,5,3,2,532,Recent
75,3,371.62,2,4,2,242,Others
13,2,734.94,5,3,3,533,Recent
9,2,453.4,5,3,2,532,Recent
301,1,530.15,1,2,3,123,Others
57,2,638.0600000000001,3,3,3,333,Others
15,5,1618.69,4,4,4,444,Others
37,1,399.65000000000003,3,2,2,322,Others
177,1,302.46000000000004,2,2,2,222,Others
23,3,1384.8600000000001,4,4,4,444,Others
176,6,1169.94,2,5,4,254,Others
61,1,202.65,3,2,1,321,Others
33,3,980.31,4,4,4,444,Others
59,5,1231.31,3,4,4,344,Others
15,20,7561.68,4,5,5,455,Big Spenders
87,4,2106.84,2,4,5,245,Others
7,1,104.0,5,2,1,521,Recent
358,1,476.35,1,2,2,122,Others
31,6,1341.42,4,5,4,454,Others
129,4,1590.81,2,4,4,244,Others
9,6,1793.17,5,5,4,554,Loyal
5,6,1843.75,5,5,4,554,Loyal
24,1,382.8,4,2,2,422,Others
227,2,632.07,1,3,3,133,Others
15,1,49.8,4,2,1,421,Others
249,1,304.25,1,2,2,122,Others
15,3,2001.04,4,4,4,444,Others
78,2,1090.24,2,3,4,234,Others
192,2,284.46000000000004,1,3,2,132,Others
262,1,207.79999999999998,1,2,1,121,Others
72,1,957.97,3,2,4,324,Others
165,1,243.76,2,2,1,221,Others
82,1,973.8399999999999,2,2,4,224,Others
95,2,689.13,2,3,3,233,Others
4,17,5425.56,5,5,5,555,Champions
106,1,163.8,2,2,1,221,Others
200,3,1396.99,1,4,4,144,Others
157,1,160.42000000000002,2,2,1,221,Others
71,3,1993.7,3,4,4,344,Others
36,2,517.36,3,3,3,333,Others
29,1,139.10000000000002,4,2,1,421,Others
2,6,2621.38,5,5,5,555,Champions
26,5,600.07,4,4,3,443,Others
326,1,248.42,1,2,1,121,Others
237,1,232.48000000000002,1,2,1,121,Others
89,1,299.34000000000003,2,2,2,222,Others
31,1,481.75,4,2,2,422,Others
29,2,621.75,4,3,3,433,Others
211,2,662.08,1,3,3,133,Others
3,10,2069.77,5,5,5,555,Champions
227,1,305.28000000000003,1,2,2,122,Others
22,5,1041.61,4,4,4,444,Others
93,1,443.0,2,2,2,222,Others
5,14,6484.54,5,5,5,555,Champions
264,1,158.95000000000002,1,2,1,121,Others
3,12,5509.12,5,5,5,555,Champions
44,11,5228.05,3,5,5,355,Big Spenders
218,1,93.75,1,2,1,121,Others
57,2,779.9,3,3,3,333,Others
12,20,7276.900000000001,5,5,5,555,Champions
9,7,2810.2000000000003,5,5,5,555,Champions
192,5,2083.27,1,4,5,145,Others
82,4,592.97,2,4,3,243,Others
326,1,440.0,1,2,2,122,Others
72,3,1796.48,3,4,4,344,Others
30,6,882.24,4,5,3,453,Others
3,5,987.1,5,4,4,544,Recent
219,5,1561.6100000000001,1,4,4,144,Others
46,1,422.58,3,2,2,322,Others
10,17,2073.09,5,5,5,555,Champions
72,4,2232.4900000000002,3,4,5,345,Others
7,7,2567.06,5,5,5,555,Champions
24,2,596.1,4,3,3,433,Others
123,2,804.02,2,3,3,233,Others
17,1,95.34,4,2,1,421,Others
310,1,349.27,1,2,2,122,Others
87,1,4314.72,2,2,5,225,Others
51,2,526.67,3,3,3,333,Others
89,1,103.3,2,2,1,221,Others
39,8,2337.63,3,5,5,355,Big Spenders
25,3,2338.6000000000004,4,4,5,445,Others
173,6,2643.2000000000003,2,5,5,255,Big Spenders
43,2,324.24,3,3,2,332,Others
140,1,149.48,2,2,1,221,Others
26,3,1213.1599999999999,4,4,4,444,Others
72,2,801.51,3,3,3,333,Others
134,1,25.5,2,2,1,221,Others
366,1,168.6,1,2,1,121,Others
38,2,283.15,3,3,2,332,Others
3,6,3078.58,5,5,5,555,Champions
2,3,204.0,5,4,1,541,Recent
30,1,175.92,4,2,1,421,Others
44,1,335.86,3,2,2,322,Others
58,1,110.38,3,2,1,321,Others
74,1,173.9,2,2,1,221,Others
278,1,180.60000000000002,1,2,1,121,Others
181,1,80.82,1,2,1,121,Others
8,2,178.05,5,3,1,531,Recent
4,16,2094.88,5,5,5,555,Champions
43,3,1837.28,3,4,4,344,Others
